1,-3.1878,55.9444,10,-3.1875045576740964,55.944452094453304,null
2,-3.1875045576740964,55.944452094453304,10,-3.1872091153481925,55.944504188906606,only.fairly.rift
3,-3.1872091153481925,55.944504188906606,10,-3.1869136730222887,55.94455628335991,null
4,-3.1869136730222887,55.94455628335991,10,-3.186618230696385,55.94460837781321,null
5,-3.186618230696385,55.94460837781321,10,-3.186322788370481,55.94466047226651,rated.fired.crowds
6,-3.186322788370481,55.94466047226651,130,-3.186515624653387,55.94489028559945,null
7,-3.186515624653387,55.94489028559945,130,-3.1867084609362926,55.945120098932385,dragon.bottle.crisp
8,-3.1867084609362926,55.945120098932385,120,-3.1868584609362927,55.94537990655352,spent.spoon.bolt
9,-3.1868584609362927,55.94537990655352,30,-3.186598653315157,55.94552990655352,null
10,-3.186598653315157,55.94552990655352,40,-3.1863688399822214,55.94572274283642,posts.kicked.universally
11,-3.1863688399822214,55.94572274283642,30,-3.186109032361086,55.94587274283642,null
12,-3.186109032361086,55.94587274283642,30,-3.1858492247399504,55.94602274283642,renew.slows.basket
13,-3.1858492247399504,55.94602274283642,330,-3.185589417118815,55.94587274283642,null
14,-3.185589417118815,55.94587274283642,330,-3.1853296094976793,55.94572274283642,null
15,-3.1853296094976793,55.94572274283642,330,-3.1850698018765438,55.945572742836426,null
16,-3.1850698018765438,55.945572742836426,330,-3.1848099942554082,55.94542274283643,null
17,-3.1848099942554082,55.94542274283643,340,-3.1845280864691725,55.94532013679343,settle.title.united
18,-3.1845280864691725,55.94532013679343,280,-3.1844759920158725,55.94502469446752,sports.topic.clocks
19,-3.1844759920158725,55.94502469446752,210,-3.184735799637008,55.94487469446752,null
20,-3.184735799637008,55.94487469446752,220,-3.1849656129699437,55.944681858184616,slide.leads.stores
21,-3.1849656129699437,55.944681858184616,200,-3.1852475207561795,55.944579252141615,null
22,-3.1852475207561795,55.944579252141615,210,-3.185507328377315,55.94442925214162,atoms.vanish.foods
23,-3.185507328377315,55.94442925214162,330,-3.1852475207561795,55.94427925214162,null
24,-3.1852475207561795,55.94427925214162,330,-3.184987713135044,55.94412925214162,null
25,-3.184987713135044,55.94412925214162,320,-3.184757899802108,55.943936415858715,rider.mile.lime
26,-3.184757899802108,55.943936415858715,230,-3.184950736085014,55.94370660252578,null
27,-3.184950736085014,55.94370660252578,220,-3.1851805494179497,55.94351376624287,null
28,-3.1851805494179497,55.94351376624287,230,-3.1853733857008555,55.94328395290994,null
29,-3.1853733857008555,55.94328395290994,220,-3.185603199033791,55.94309111662703,toned.deflection.bland
30,-3.185603199033791,55.94309111662703,190,-3.185898641359695,55.94303902217373,null
31,-3.185898641359695,55.94303902217373,190,-3.186194083685599,55.942986927720426,null
32,-3.186194083685599,55.942986927720426,190,-3.1864895260115027,55.942934833267124,null
33,-3.1864895260115027,55.942934833267124,190,-3.1867849683374065,55.94288273881382,null
34,-3.1867849683374065,55.94288273881382,180,-3.1870849683374067,55.94288273881382,valve.elaborate.fortunate
35,-3.1870849683374067,55.94288273881382,190,-3.1873804106633106,55.94283064436052,null
36,-3.1873804106633106,55.94283064436052,190,-3.1876758529892144,55.94277854990722,panic.squad.danger
37,-3.1876758529892144,55.94277854990722,140,-3.18790566632215,55.94297138619012,null
38,-3.18790566632215,55.94297138619012,140,-3.188135479655086,55.94316422247303,null
39,-3.188135479655086,55.94316422247303,150,-3.1883952872762213,55.94331422247303,null
40,-3.1883952872762213,55.94331422247303,140,-3.188625100609157,55.943507058755934,null
